OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thr Jun  3 2021 13:24:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi sage1 yermohab north,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""13:32:08 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13:31:46,484.0000189,0,4.447625643,0.177429317,146.2686699,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,0.006240009,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.864288266,2.575003064,26.92134285,2,4.644859791,1,9.289719582,25.37719727,26.92134285,23.63809776,199.9570618,196.236145,8.69705677,12.54578686,21.0544548,30.37173462,300.9156799,997.7339478,858.0650024,78.72405243,-0.182988152,-0.256043345,0.045871858,0.014009383,0.046874661,0.016379638,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.5045784,0.005864288,300.0713428,298.5271973,159.6374281,-0.445773897,3.562658246,45.25501592,32.70922907,26.14927006,3.404177804,0.174104011,0.987655182,2.416522622,0.109108958,11.51486244,0.745370685,26.96631593,195.5898075,0.006132021,0,873.0156676,0,#DIV/0!,#DIV/0!
Remark=,"""13:32:08 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:34:31 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13:34:09,627.0000189,0,0.24892704,0.197033586,92.241592,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,0.001430463,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,6.476412362,2.56535344,27.02373505,2,4.644859791,1,9.289719582,25.50216866,27.02373505,23.75378227,100.0248108,99.43140411,8.692433357,12.94091892,20.88833237,31.09764671,300.9355469,997.8222656,867.6081543,78.72692108,-0.07665804,-0.26103574,0.039447803,0.013899625,0.011924785,0.015912607,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504677734,0.006476412,300.173735,298.6521687,159.6515589,-0.547786794,3.584152143,45.5263853,32.58546638,26.26295185,3.427119096,0.192941329,1.018798703,2.408320394,0.120949436,7.261896534,0.927690731,27.80101995,99.39522956,0.000696253,0,873.0929456,0,#DIV/0!,#DIV/0!
Remark=,"""13:34:31 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:36:54 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13:36:32,770.0000189,0,-2.159735825,0.22053439,67.46991327,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,-0.001327686,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.157994137,2.538768964,27.05422211,2,4.644859791,1,9.289719582,25.57551193,27.05422211,23.83569336,53.54446793,54.71956253,8.666554451,13.36038399,20.73530579,31.96560669,300.921051,998.2890625,878.4197388,78.72563934,-0.049039058,-0.269438267,0.015533757,0.014030172,0.023359254,0.015179791,1,-1.355140209,7.355140209,1,0,0.159999996,111135,1.504605255,0.007157994,300.2042221,298.7255119,159.7262464,-0.660329435,3.590573735,45.60869578,32.24831179,26.31486702,3.437640545,0.215420392,1.051804771,2.385835774,0.135088052,5.311612059,1.233012659,28.83485109,55.03341951,-0.011315972,0,873.5013921,0,#DIV/0!,#DIV/0!
Remark=,"""13:36:54 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:39:17 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13:38:55,913.0000189,0,15.61828095,0.246156552,266.8555345,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,0.019025655,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.8142534,2.489553371,26.95914078,2,4.644859791,1,9.289719582,25.62391663,26.95914078,23.89427948,400.0689697,387.6762085,8.609882355,13.73171997,20.54038811,32.75942993,300.9447327,998.2496948,889.5935059,78.7247467,-0.63404274,-0.308011621,0.018413708,0.012745714,0.038853254,0.014061512,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504723663,0.007814253,300.1091408,298.7739166,159.7199476,-0.764467259,3.570579548,45.35523704,31.62351707,26.2915287,3.432907173,0.239802333,1.081026177,2.351880996,0.15043468,21.00813436,0.688346431,30.00796048,385.4065297,0.012160478,0,873.4669455,0,#DIV/0!,#DIV/0!
Remark=,"""13:39:17 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:41:40 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13:41:18,1056.000019,0,16.03449417,0.260699934,269.7285184,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,0.019499287,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,8.170662289,2.461519478,26.9010067,2,4.644859791,1,9.289719582,25.60495567,26.9010067,23.8685627,400.1336365,387.3735046,8.578854561,13.93344975,20.48895645,33.27738571,300.9309387,998.3969116,900.5904541,78.72302246,-0.648575187,-0.309750557,0.057979897,0.006997218,0.037743572,0.011209761,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504654694,0.008170662,300.0510067,298.7549557,159.7435023,-0.822623956,3.558402755,45.20155151,31.26810177,26.25298119,3.425101602,0.253583549,1.096883277,2.328218325,0.159114078,21.23384421,0.696300896,30.66332714,385.043341,0.012769236,0,873.59576,0,#DIV/0!,#DIV/0!
Remark=,"""13:41:40 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:44:03 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13:43:41,1199.000019,0,23.57384863,0.262820049,408.8349768,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,0.028125746,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,8.177760618,2.444730086,26.80566978,2,4.644859791,1,9.289719582,25.44956207,26.80566978,23.6730957,599.8881226,581.062561,8.534331322,13.89385605,20.5718708,33.49092102,300.9274292,998.5316772,911.4935303,78.72413635,-1.659250259,-0.317061126,0.040906981,0.007230292,0.119927399,0.010820748,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504637146,0.008177761,299.9556698,298.5995621,159.7650648,-0.82634663,3.538511904,44.94824672,31.05439067,26.12761593,3.399823182,0.255589053,1.093781818,2.306041364,0.160377452,32.18518046,0.703598897,30.77497117,577.6367638,0.012559528,0,873.7136797,0,#DIV/0!,#DIV/0!
Remark=,"""13:44:03 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:46:26 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13:46:04,1342.000019,0,27.86318457,0.252327591,561.9186116,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.948097229,0.874974049,0.032985621,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.970388485,2.478836387,26.90220261,2,4.644859791,1,9.289719582,25.52615929,26.90220261,23.75136948,799.9734497,777.3372192,8.492668152,13.71728992,20.37727737,32.91321945,300.9234619,1000.056213,922.3136597,78.71937561,-2.403528214,-0.317467153,0.073002987,0.002194887,0.122311734,0.005352661,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50461731,0.007970388,300.0522026,298.6761593,160.0089906,-0.791414055,3.558652885,45.20682306,31.48953314,26.21418095,3.417260513,0.245655101,1.079816498,2.337444015,0.154120294,44.23388225,0.722876247,30.12677952,773.2880874,0.010855308,0,875.0232339,0,#DIV/0!,#DIV/0!
Remark=,"""13:46:26 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:46:26 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:46:26 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:46:26 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:55:57 ACi bunch1 yermohab north""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:56:07 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:56:10 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:56:10 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:56:10 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:56:10 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:56:11 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:58:33 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13:58:12,2069.500019,0,11.93738823,0.257339197,297.2925374,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.948097229,0.874974049,0.014779356,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.721544421,2.358011094,26.23149109,2,4.644859791,1,9.289719582,25.77827072,26.23149109,24.05309486,400.1022339,390.1667786,8.43979454,13.50205708,19.94737625,31.91198921,300.9440002,1000.451233,1630.142578,78.70990753,-0.535797477,-0.306260943,0.075049274,0.008572418,0.073303275,0.013172638,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504720001,0.007721544,299.3814911,298.9282707,160.0721937,-0.708752423,3.420756758,43.46030716,29.95825009,26.00488091,3.375233112,0.250402667,1.062745664,2.312487449,0.157110431,23.39986813,0.761962714,30.95925938,388.4320142,0.009514476,0,875.3688657,0,#DIV/0!,#DIV/0!
Remark=,"""13:58:34 CO2 Mixer: CO2R -> 300 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:00:56 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14:00:35,2212.500019,0,9.012542741,0.240488897,218.4064437,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.948097229,0.874974049,0.011436718,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.35311504,2.398267569,26.34947395,2,4.644859791,1,9.289719582,25.79991531,26.34947395,24.07758141,299.8892822,292.4703674,8.473686218,13.29553509,20.00012207,31.38095093,300.9364929,1000.57074,1636.648193,78.70328522,-0.285217643,-0.290870726,0.0373911,0.009201091,0.031770214,0.013102363,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504682465,0.007353115,299.499474,298.9499153,160.0913148,-0.650885134,3.444669859,43.76780269,30.47226761,26.07469463,3.389201234,0.234420309,1.04640229,2.342798944,0.147046094,17.18930463,0.74676435,30.14112533,291.1606473,0.009329838,0,875.4734311,0,#DIV/0!,#DIV/0!
Remark=,"""14:00:56 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:03:19 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14:02:58,2355.500019,0,5.366062421,0.226194508,147.9511655,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.948097229,0.874974049,0.007272977,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.086514672,2.453228346,26.57136726,2,4.644859791,1,9.289719582,25.86970139,26.57136726,24.16575623,199.9738007,195.4868774,8.525485992,13.17309475,20.04023361,30.96502304,300.9359741,1000.376526,1641.649658,78.70672607,-0.176419422,-0.283415556,0.01531924,0.009407642,0.036557861,0.011066948,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504679871,0.007086515,299.7213673,299.0197014,160.0602406,-0.612815539,3.490039506,44.34232854,31.16923379,26.22053432,3.418543385,0.220817835,1.03681116,2.381732225,0.138484342,11.64475185,0.756834256,29.34675069,194.7070709,0.008087867,0,875.303499,0,#DIV/0!,#DIV/0!
Remark=,"""14:03:19 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:05:42 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
