OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Jul 14 2021 12:40:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.639999986,-0.300000012,-2937.830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi_Compabitat_sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""13:08:28 Fs=56 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:08:28 RF#3 7677 um, Fmax=74 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:08:29 Fm'=74""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:08:37 Dark#3 Fmin=44 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:08:37 Fo'=44""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13:08:37,1722.499905,0,1.354005873,0.073168223,17.17192956,3,3,0,0,44.11816406,74.13587952,56.63626862,#DIV/0!,0.40490132,0.236047795,-1,0.87,0.92,9.94447422,0.874972237,0.002689584,0.582976107,1.680393577,-1,1000.419617,0.5,103.3109665,2.724621253,2.878063191,31.02607918,2,4.644859791,1,9.289719582,31.67550087,31.02607918,31.64746094,49.95212555,48.96370316,18.78767967,20.56102943,31.96428299,34.98112106,300.9671631,1000.295105,1804.571167,79.76389313,-1.3191818,-0.267154902,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504835815,0.002724621,304.1760792,304.8255009,160.0472132,0.190504706,4.518090945,56.64331025,36.08228082,31.35079002,4.602401105,0.072596435,1.640027754,2.962373351,0.045423799,1.369699955,0.350707329,34.25919705,48.76693641,0.009512009,0,875.2304458,30.01771545,0.236047795,#DIV/0!
Remark=,"""13:08:39 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:16:10 Fs=65 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:16:10 RF#4 7622 um, Fmax=107 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:16:11 Fm'=107""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:16:19 Dark#4 Fmin=49 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:16:19 Fo'=49""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13:16:19,2185.499873,0,8.456566246,0.072200866,186.411294,4,4,0,0,49.4519043,107.2419815,65.82480621,#DIV/0!,0.538875507,0.386203003,-1,0.87,0.92,9.898330688,0.874949165,0.01078695,0.716683162,2.168611766,-1,1002.004944,0.5,169.2927408,2.871606052,3.067558373,31.91809845,2,4.644859791,1,9.289719582,32.66577911,31.91809845,32.70693207,400.0083618,393.6381226,19.26563835,21.13341141,30.99033928,33.99530792,300.9915161,1001.963684,1818.556274,79.75209045,-1.3191818,-0.267154902,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504957581,0.002871606,305.0680984,305.8157791,160.3141859,0.170760639,4.752992111,59.59708497,38.46367356,32.29193878,4.854556034,0.07164404,1.685433738,3.169122296,0.044827222,14.86669038,0.473560063,33.26442089,392.409198,0.007168608,0,876.6672891,57.79007721,0.386203003,#DIV/0!
Remark=,"""13:16:21 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:23:52 Fs=70 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:23:52 RF#5 7627 um, Fmax=122 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:23:53 Fm'=122""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:24:01 Dark#5 Fmin=50 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:24:01 Fo'=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13:24:01,2647.999842,0,7.172729072,0.042151445,478.4045454,5,5,0,0,50.7734375,122.9574127,70.40364075,#DIV/0!,0.587064851,0.427414426,-1,0.87,0.92,9.898330688,0.874949165,0.009361004,0.72805317,2.421687772,-1,997.5541382,0.5,186.5256132,1.754743855,3.197579407,32.39558792,2,4.644859791,1,9.289719582,32.92892456,32.39558792,32.9978981,799.9689331,794.2769775,19.99371147,21.13500023,31.68644905,33.49589157,301.0031128,997.8421631,1838.919067,79.74771881,-1.3191818,-0.267154902,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.505015564,0.001754744,305.5455879,306.0789246,159.6547425,0.353904913,4.883047462,61.23118673,40.0961865,32.66225624,4.957020056,0.04196105,1.685468055,3.271552001,0.026242696,38.15167116,0.602314506,32.01257601,793.2346227,0.002894699,0,873.0611677,72.18397522,0.427414426,#DIV/0!
Remark=,"""13:24:03 CO2 Mixer: CO2R -> 1200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:31:34 Fs=71 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:31:34 RF#6 7616 um, Fmax=131 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:31:35 Fm'=131""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:31:43 Dark#6 Fmin=51 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:31:43 Fo'=51""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13:31:43,3110.99981,0,4.168172499,0.025408554,861.9621842,6,6,0,0,51.95605469,131.6425018,71.97316742,#DIV/0!,0.605324618,0.453268007,-1,0.87,0.92,9.898330688,0.874949165,0.005897327,0.748801541,2.533727833,-1,1001.41626,0.5,198.5740668,1.098234358,3.310925538,32.8467865,2,4.644859791,1,9.289719582,33.24518585,32.8467865,33.35591507,1200.03418,1196.391846,20.5767765,21.29091454,32.03813553,33.15024185,301.0207825,1001.610657,1848.157593,79.7453537,-1.3191818,-0.267154902,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.505103912,0.001098234,305.9967865,306.3951859,160.2577015,0.464984451,5.008777048,62.80964113,41.5187266,33.04598618,5.065175696,0.025339248,1.69785151,3.367324185,0.015843242,68.73747925,0.72046812,31.18410406,1195.786119,0.00108699,0,876.3584081,79.68644714,0.453268007,#DIV/0!
Remark=,"""13:31:45 CO2 Mixer: CO2R -> 1600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:39:16 Fs=71 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:39:16 RF#7 7551 um, Fmax=131 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:39:17 Fm'=131""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:39:25 Dark#7 Fmin=52 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:39:25 Fo'=52""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13:39:25,3573.999778,0,0.396644166,0.018538547,1448.674412,7,7,0,0,52.36352539,131.7298126,71.94233704,#DIV/0!,0.602492979,0.453864424,-1,0.87,0.92,9.898330688,0.874949165,0.00159973,0.753310728,2.515678836,-1,997.699585,0.5,198.0973927,0.878807125,3.618052777,34.09864426,2,4.644859791,1,9.289719582,34.41409683,34.09864426,34.46715927,1599.928711,1598.731567,21.43219757,22.00329971,31.25513077,32.08772659,300.9866028,997.8292236,1871.807983,79.73472595,-1.3191818,-0.267154902,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504933014,0.000878807,307.2486443,307.5640968,159.6526722,0.496910761,5.372479849,67.37942327,45.37612356,34.25637054,5.419893981,0.018501625,1.754427073,3.665466908,0.011566827,115.5096573,0.906139869,29.64571012,1598.673926,7.35534E-05,0,873.0498464,79.36628723,0.453864424,#DIV/0!
Remark=,"""13:39:27 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:46:58 Fs=71 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:46:58 RF#8 7637 um, Fmax=131 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:46:59 Fm'=131""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:47:07 Dark#8 Fmin=53 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:47:07 Fo'=53""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13:47:07,4036.499746,0,-7.248052151,0.015331852,2601.483576,8,8,0,0,53.3828125,131.9749908,71.63796234,#DIV/0!,0.595508117,0.457185321,-1,0.87,0.92,9.94447422,0.874972237,-0.007153064,0.767723071,2.472237499,-1,998.1606445,0.5,199.6443378,0.664357691,3.30856852,33.33325577,2,4.644859791,1,9.289719582,33.87624741,33.33325577,33.93403625,1999.965088,2003.896484,22.63544846,23.06669998,34.00286102,34.6505394,300.9998169,998.2935181,1842.141846,79.72156525,-1.3191818,-0.267154902,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504999084,0.000664358,306.4832558,307.0262474,159.7269593,0.546215743,5.147481948,64.56824991,41.50154993,33.60475159,5.226335723,0.01530659,1.838913428,3.387422296,0.009568885,207.3943426,1.298212555,32.88983212,2004.949785,-0.001188993,0,873.4791128,78.59217834,0.457185321,#DIV/0!
Remark=,"""13:47:09 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:47:10 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""13:47:10 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
