OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Jun  2 2021 13:59:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,Aci yermo3 south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
6,14:23:14,1462.499999,0,14.02836098,0.191295836,256.1819779,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.017193853,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.031516234,2.084126554,24.42407417,2,4.644859791,1,9.289719582,22.6340332,24.42407417,20.89399147,400.0344543,389.4080505,9.098521233,12.40130711,26.28367043,35.82470703,300.9046936,998.8643799,1727.609253,79.66880035,-1.318400145,-0.202217937,0.021527095,0.002893125,0.039419774,0.003078793,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504523468,0.005031516,297.5740742,295.7840332,159.8182972,-0.314073535,3.072123814,38.56119083,26.15988372,23.52905369,2.911288074,0.187436113,0.98799726,1.923290814,0.117488334,20.40971085,0.657875402,31.790805,387.369422,0.011512857,0,874.0542863,0,#DIV/0!,#DIV/0!
Remark=,"""14:23:35 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:25:57 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14:25:36,1604.499999,0,14.34886755,0.191723035,253.6141082,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.017519551,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.049352262,2.086902674,24.43240356,2,4.644859791,1,9.289719582,22.64134979,24.43240356,20.90726089,400.1044922,389.2611694,9.071464539,12.38593864,26.193367,35.76373291,300.9111633,1001.22998,1716.464111,79.66725159,-1.288877487,-0.201743484,0.038370684,0.00340532,0.067125842,0.004855728,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504555817,0.005049352,297.5824036,295.7913498,160.1967933,-0.315680922,3.073656364,38.58117737,26.19523873,23.53687668,2.912661325,0.187846229,0.98675369,1.925907635,0.117746152,20.20473896,0.651526862,31.73691731,387.1759643,0.011761805,0,876.0993736,0,#DIV/0!,#DIV/0!
Remark=,"""14:25:57 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:28:19 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14:27:58,1746.499999,0,20.71407125,0.190862652,386.6986349,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09601688,0.875048008,0.024832852,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.040382617,2.092401319,24.42619896,2,4.644859791,1,9.289719582,22.65420151,24.42619896,20.91794586,599.9998169,584.2736816,8.99404335,12.30316067,25.94836235,35.49536896,300.888092,999.2698364,1704.832764,79.6635437,-2.312583447,-0.208867148,0.03090944,0.003770697,0.039784756,0.005697322,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50444046,0.005040383,297.576199,295.8042015,159.8831703,-0.314552055,3.072514696,38.56864198,26.26548132,23.54020023,2.913244915,0.187020214,0.980113377,1.933131537,0.117226885,30.8057836,0.661845034,31.52875848,581.2634728,0.011235678,0,874.4090803,0,#DIV/0!,#DIV/0!
Remark=,"""14:28:19 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:30:41 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14:30:20,1888.499999,0,24.76850798,0.189526609,539.8537165,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.04622459,0.875023112,0.029385433,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.04310788,2.107883279,24.49918556,2,4.644859791,1,9.289719582,22.71251869,24.49918556,20.95597839,800.2994995,781.2174683,8.966505051,12.27744102,25.77807808,35.29679108,300.8932495,1002.161377,1691.097656,79.66519165,-3.500608444,-0.213503152,0.05889089,0.005349934,0.099022225,0.002462624,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504466248,0.005043108,297.6491856,295.8625187,160.3458167,-0.313915459,3.085967971,38.73671685,26.45927582,23.60585213,2.924793843,0.185737243,0.978084692,1.946709151,0.116420382,43.00754979,0.691041533,31.3081429,777.6180608,0.009972196,0,876.9143671,0,#DIV/0!,#DIV/0!
Remark=,"""14:30:41 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:30:41 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:30:41 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:30:41 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:31:59 ACi pea1 south by yermo veg""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:32:08 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:32:11 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:32:11 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:32:11 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:32:11 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:32:12 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:34:34 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14:34:13,2121.499999,0,8.823456589,0.118846531,257.1335146,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,0.011229849,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,3.629670164,2.399129853,25.63356972,2,4.644859791,1,9.289719582,23.0857048,25.63356972,21.25235558,400.1018677,393.288269,8.945421219,11.33065033,25.14252663,31.84659386,300.8971863,999.730957,1888.941162,79.66480255,-1.432435274,-0.192865551,0.117858887,0.009565984,0.054468486,0.009610158,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504485931,0.00362967,298.7835697,296.2357048,159.9569495,-0.110817355,3.301783874,41.44595566,30.11530533,24.35963726,3.060290419,0.117345293,0.902654021,2.157636398,0.073474224,20.48449067,0.653804181,26.31170746,392.0060273,0.005922363,0,874.7630476,0,#DIV/0!,#DIV/0!
Remark=,"""14:34:34 CO2 Mixer: CO2R -> 300 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:36:55 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14:36:35,2262.999999,0,5.636576593,0.099236229,191.592738,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.996919632,0.87499846,0.007584621,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,3.076864498,2.430995229,25.61990166,2,4.644859791,1,9.289719582,22.95235825,25.61990166,21.11965179,299.8467102,295.4957581,8.874778748,10.89767075,25.14466286,30.87606621,300.8894043,1000.006714,1897.339966,79.66030884,-1.10575068,-0.18499884,0.021162463,0.006065816,0.040240642,0.004960759,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504447021,0.003076864,298.7699017,296.1023582,160.0010706,-0.022667484,3.299107046,41.41469063,30.51701989,24.28612995,3.046839979,0.098187355,0.868111817,2.178728162,0.061460478,15.26233668,0.648377287,25.13416091,294.6766399,0.004807664,0,875.0043344,0,#DIV/0!,#DIV/0!
Remark=,"""14:36:56 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""14:39:17 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
