OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thr Jun  3 2021 15:01:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.960000038,-0.280000001,-2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi sage1 sagehab north,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
7,15:22:17,1321.500001,0,7.484759056,0.152698341,293.5034032,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.948097229,0.874974049,0.00970505,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.612071719,2.846304472,28.77375031,2,4.644859791,1,9.289719582,28.40940094,28.77375031,26.78845787,399.9593506,393.5180359,10.58769035,14.26381969,21.45095634,28.89889717,300.9699402,999.1865234,2020.113159,78.73870087,-0.86759609,-0.423211515,0.012428734,0.013601739,0.0307969,0.025266681,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504849701,0.005612072,301.9237503,301.5594009,159.8698402,-0.350534188,3.969419104,50.4125552,36.14873551,28.59157562,3.92769723,0.150228975,1.123114632,2.804582598,0.094111887,23.11007667,0.745844857,27.09619709,392.4303362,0.005168013,0,874.2622777,0,#DIV/0!,#DIV/0!
Remark=,"""15:22:44 CO2 Mixer: CO2R -> 600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:25:11 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15:24:45,1468.500001,0,11.29053489,0.15503297,441.6505968,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.948097229,0.874974049,0.014056696,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.613535438,2.805797168,28.57805061,2,4.644859791,1,9.289719582,28.2475338,28.57805061,26.62650871,599.8577881,590.1536255,10.53184605,14.20911884,21.53981781,29.06060982,300.9715271,999.2918701,2020.787109,78.73942566,-1.800109506,-0.41042617,0.02517852,0.004092318,0.029779909,0.009485277,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504857635,0.005613535,301.7280506,301.3975338,159.8866956,-0.349193068,3.924615025,49.84307407,35.63395522,28.41279221,3.887124407,0.152488147,1.118817857,2.768306551,0.095530507,34.77531433,0.748365472,27.3546899,588.5128631,0.005247958,0,874.3544533,0,#DIV/0!,#DIV/0!
Remark=,"""15:25:11 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:27:38 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15:27:12,1616.000001,0,13.62997265,0.152945127,602.6861248,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.948097229,0.874974049,0.016718832,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,5.489717208,2.781423475,28.43029785,2,4.644859791,1,9.289719582,28.12059784,28.43029785,26.48738861,799.7032471,787.7724609,10.49681664,14.09330463,21.62660599,29.03645325,300.9796753,1000.097656,2018.382324,78.73649597,-2.818536043,-0.41362226,0.026121601,0.001391509,0.050589889,0.005403958,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504898376,0.005489717,301.5802979,301.2705978,160.0156214,-0.326944777,3.891080899,49.41902546,35.32572083,28.27544785,3.856204466,0.150467838,1.109657424,2.746547042,0.094261874,47.45339363,0.76505102,27.36931322,785.791727,0.004747352,0,875.0594953,0,#DIV/0!,#DIV/0!
Remark=,"""15:27:39 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:27:39 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:27:39 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:27:39 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:31:49 ACi bunch2 sagehab north""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:31:58 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:32:00 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:32:00 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:32:00 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:32:00 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:32:00 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:34:24 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15:34:01,2021.500001,0,11.01324669,0.279136033,307.9983838,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,0.013730184,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,8.703720546,2.449021278,27.57181168,2,4.644859791,1,9.289719582,27.92486,27.57181168,26.2581501,400.2034912,390.6255493,10.21251774,15.90439796,21.27992249,33.14014816,300.965332,1000.002014,1842.396973,78.7277298,-0.766897261,-0.408873767,0.011198732,0.014123408,0.04747925,0.01027921,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50482666,0.008703721,300.7218117,301.07486,160.0003187,-0.838083459,3.701138424,47.01187794,31.10747997,27.74833584,3.739520028,0.27099327,1.252117146,2.487402882,0.17008402,24.24801354,0.788474754,33.67436188,389.025083,0.009533166,0,874.9516367,0,#DIV/0!,#DIV/0!
Remark=,"""15:34:24 CO2 Mixer: CO2R -> 300 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:36:47 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,15:36:25,2165.000001,0,7.332755405,0.216754647,224.1988175,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.899748802,0.874949874,0.009537551,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.450365172,2.680003222,28.36299515,2,4.644859791,1,9.289719582,28.05451202,28.36299515,26.31658173,300.2677917,293.9401855,10.31473637,15.19011688,21.33110428,31.41349983,300.989563,998.5471802,1846.103149,78.72787476,-0.367806673,-0.39135778,0.050904945,0.002932364,0.074895673,0.007891458,0.666666687,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504947815,0.007450365,301.5129951,301.204512,159.7675453,-0.657570438,3.875888841,49.23146793,34.04135105,28.20875359,3.841267323,0.211812481,1.195885619,2.645381703,0.132818126,17.65069643,0.762736191,30.18216819,292.8745754,0.007556766,0,873.6787299,0,#DIV/0!,#DIV/0!
Remark=,"""15:36:47 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:39:11 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15:38:49,2309.000001,0,3.499200871,0.197329066,157.6100332,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.851868629,0.874925934,0.005133542,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,7.066812733,2.784861635,28.784832,2,4.644859791,1,9.289719582,28.17232704,28.784832,26.41384125,200.0877228,196.8381805,10.45414639,15.07922077,21.47070313,30.96967316,300.9789734,1001.721436,1850.383911,78.7247467,-0.188838631,-0.386664033,0.020433249,0.016853809,0.025528314,0.023554755,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504894867,0.007066813,301.934832,301.322327,160.2754261,-0.604762389,3.971969471,50.45388696,35.37466618,28.47857952,3.902011361,0.193224654,1.187107836,2.714903525,0.121127577,12.40780995,0.800708647,29.01968998,196.3296699,0.005172205,0,876.4320629,0,#DIV/0!,#DIV/0!
Remark=,"""15:39:11 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""15:41:36 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
