OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Jul 14 2021 09:54:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.639999986,-0.300000012,-2937.830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,ACi_yermohab_sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""11:15:31 Dark#8 Fmin=130 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:31 Fo'=130""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11:15:31,4891.499746,0,-0.519778146,0.041156846,1916.456386,8,8,0,0,130.9399414,308.4978943,182.0180359,#DIV/0!,0.57555645,0.409986132,-1,0.87,0.92,10.1334362,0.875066718,0.000549607,0.71233001,2.356025908,-1,998.4431152,0.5,179.1033314,1.340754426,2.527660394,28.32081985,2,4.644859791,1,9.289719582,28.97114944,28.32081985,29.06770515,2000.026978,1998.591553,15.8892107,16.76533318,31.60195732,33.34457779,300.9342346,998.5015259,1467.026611,79.85136414,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504671173,0.001340754,301.4708199,302.1211494,159.7602406,0.432388918,3.866395119,48.41990066,31.65456748,28.64598465,3.940117808,0.04097531,1.338734724,2.601383083,0.025625817,153.0316567,0.958903475,32.72042197,1998.667088,-8.50935E-05,0,873.7554533,177.5579529,0.409986132,#DIV/0!
Remark=,"""11:15:33 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:34 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:34 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:34 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:25:30 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:25:33 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:25:33 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:25:33 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:25:33 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:26:15 ACi_Yermohab_yermo""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:26:24 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:26:26 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:26:27 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:26:27 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:26:27 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:26:27 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:33:58 Fs=671 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:33:58 RF#9 7879 um, Fmax=1180 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:33:59 Fm'=1180""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:34:07 Dark#9 Fmin=474 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:34:07 Fo'=474""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11:34:07,6002.499969,0,23.90600745,0.537950417,295.4499247,9,9,0,0,474.8251953,1180.494873,671.8215942,#DIV/0!,0.597774454,0.430898338,-1,0.87,0.92,10.08552647,0.875042763,0.028419151,0.720837659,2.486167298,-1,1001.295166,0.5,188.7714102,10.66235436,1.620358726,26.0173111,2,4.644859791,1,9.289719582,30.00889206,26.0173111,30.06726265,399.9299927,381.3414307,15.08001232,22.00963974,28.24557877,41.22709274,300.9593201,1001.52948,1324.870728,79.84490967,-0.500711024,-0.340350986,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.5047966,0.010662354,299.1673111,303.1588921,160.2447132,-1.050723843,3.377716422,42.30346601,20.29382627,28.01310158,3.797739057,0.5085039,1.757357697,2.04038136,0.320335542,23.59017255,0.774764819,53.1472688,377.8673635,0.033623941,0,876.3811236,705.6696777,0.430898338,#DIV/0!
Remark=,"""11:34:09 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:41:40 Fs=527 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:41:40 RF#10 7851 um, Fmax=782 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:41:41 Fm'=782""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:41:49 Dark#10 Fmin=409 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:41:49 Fo'=409""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11:41:49,6464.999937,0,3.00812392,0.464151974,83.33299756,10,10,0,0,409.3203125,782.2787476,527.8764038,#DIV/0!,0.476759002,0.325206769,-1,0.87,0.92,10.08552647,0.875042763,0.004582058,0.682119828,1.911165226,-1,999.6727295,0.5,142.2383491,10.2409027,1.788422042,26.78990173,2,4.644859791,1,9.289719582,30.58605194,26.78990173,30.69503784,100.1360931,97.47401428,15.22273445,21.87858391,27.58679771,39.64860153,300.9937744,999.6576538,1094.923706,79.84106445,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504968872,0.010240903,299.9399017,303.7360519,159.945221,-0.985297145,3.53523147,44.27836094,22.39977703,28.68797684,3.949727257,0.442064636,1.746809428,2.202917829,0.278193393,6.653395229,0.854925266,50.17050313,97.0368679,0.015552758,0,874.7431957,372.9584351,0.325206769,#DIV/0!
Remark=,"""11:41:51 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:49:22 Fs=524 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:49:22 RF#11 7822 um, Fmax=738 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:49:23 Fm'=738""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:49:31 Dark#11 Fmin=391 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:49:31 Fo'=391""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11:49:31,6927.999905,0,-1.247685033,0.44454905,53.10296352,11,11,0,0,391.1308594,738.0303345,524.5368652,#DIV/0!,0.470034169,0.289274653,-1,0.87,0.92,10.08552647,0.875042763,-0.000283503,0.615433244,1.886914102,-1,998.4176025,0.5,126.3635717,10.29350078,1.871814345,27.21273422,2,4.644859791,1,9.289719582,30.91954231,27.21273422,31.01036072,49.9405098,50.42467117,15.25946236,21.94909859,27.12889671,39.02140427,300.9899902,998.4194336,1326.179443,79.83514404,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504949951,0.010293501,300.3627342,304.0695423,159.7471058,-0.998725184,3.624123792,45.39509304,23.44599446,29.06613827,4.037190298,0.42424718,1.752309447,2.284880851,0.266906688,4.239482742,1.053114721,48.99244526,50.60598717,-0.012079033,0,873.6597,346.8994751,0.289274653,#DIV/0!
Remark=,"""11:49:33 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:57:04 Fs=634 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:57:04 RF#12 7826 um, Fmax=1130 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:57:05 Fm'=1130""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:57:13 Dark#12 Fmin=457 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:57:13 Fo'=457""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11:57:13,7390.499873,0,24.99323508,0.413979385,267.8788032,12,12,0,0,457.6474609,1130.638428,634.1931763,#DIV/0!,0.595230934,0.439084007,-1,0.87,0.92,10.08552647,0.875042763,0.029746054,0.737670007,2.470544522,-1,998.5147095,0.5,191.8233043,9.783869789,1.904542521,27.2637043,2,4.644859791,1,9.289719582,30.88544846,27.2637043,30.97023392,399.9802551,380.8961182,15.31586361,21.67624664,27.28089523,38.61113739,300.9816284,998.623291,1319.455078,79.83058167,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504908142,0.00978387,300.4137043,304.0354485,159.779723,-0.912852572,3.634969899,45.53355146,23.85730482,29.07457638,4.039161013,0.396318189,1.730427378,2.308733635,0.249227295,21.38492067,0.703285726,48.09604828,377.2640529,0.031862984,0,873.838084,672.9909668,0.439084007,#DIV/0!
Remark=,"""11:57:15 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:04:46 Fs=670 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:04:46 RF#13 7792 um, Fmax=1293 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:04:47 Fm'=1293""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:04:55 Dark#13 Fmin=478 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:04:55 Fo'=478""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12:04:55,7853.499841,0,38.42760203,0.344638523,556.3540973,13,13,0,0,478.151123,1293.653442,670.875061,#DIV/0!,0.630387005,0.481410524,-1,0.87,0.92,10.03806591,0.875019033,0.044998741,0.763674568,2.705532582,-1,1001.364929,0.5,210.9091692,9.220588129,2.13866172,28.12560654,2,4.644859791,1,9.289719582,31.46526527,28.12560654,31.5353756,799.956543,769.7070313,15.09780312,21.09529686,26.01839638,36.35503769,300.9949646,1001.342163,1308.552979,79.83079529,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504974823,0.009220588,301.2756065,304.6152653,160.2147425,-0.823853763,3.822716045,47.88523065,26.78993379,29.79543591,4.21064509,0.332310176,1.684054325,2.526590765,0.208767383,44.41419005,0.722812804,44.1281285,764.1226579,0.022191963,0,876.1934512,815.5023193,0.481410524,#DIV/0!
Remark=,"""12:04:57 CO2 Mixer: CO2R -> 1200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:12:28 Fs=647 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:12:28 RF#14 7813 um, Fmax=1259 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:12:29 Fm'=1259""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:12:37 Dark#14 Fmin=470 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:12:37 Fo'=470""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,12:12:37,8316.499809,0,41.30508997,0.256340073,853.3625265,14,14,0,0,470.6447754,1259.498047,647.3411255,#DIV/0!,0.626323537,0.48603245,-1,0.87,0.92,10.03806591,0.875019033,0.048286004,0.776008598,2.676111821,-1,1002.370117,0.5,213.1478129,7.645609887,2.360868924,28.83291054,2,4.644859791,1,9.289719582,31.43693161,28.83291054,31.51078415,1199.976074,1166.605225,15.34324932,20.32002449,26.48478127,35.07696152,301.0082092,1001.276123,1332.446899,79.83169556,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.505041046,0.00764561,301.9829105,304.5869316,160.2041761,-0.581227502,3.983050933,49.89310204,29.57307755,30.13492107,4.293578928,0.24945658,1.622182009,2.671396919,0.156514527,68.12537742,0.731492118,40.22010829,1160.602689,0.014314073,0,876.1356649,788.8532715,0.48603245,#DIV/0!
Remark=,"""12:12:39 CO2 Mixer: CO2R -> 1600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:20:10 Fs=636 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:20:10 RF#15 7815 um, Fmax=1244 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:20:11 Fm'=1244""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:20:19 Dark#15 Fmin=469 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:20:19 Fo'=469""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12:20:19,8778.999778,0,40.76984126,0.185969574,1137.226223,15,15,0,0,469.7114258,1244.946045,636.085144,#DIV/0!,0.622705395,0.489066095,-1,0.87,0.92,10.08552647,0.875042763,0.047822697,0.785389205,2.650448715,-1,997.9344482,0.5,213.5348934,6.152980127,2.598553416,29.41535187,2,4.644859791,1,9.289719582,31.44636917,29.41535187,31.53656006,1600.297852,1566.803589,15.04419804,19.05453682,25.95012665,32.86882019,301.0088806,998.1584473,1344.557861,79.81824493,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.505044403,0.00615298,302.5653519,304.5963692,159.705348,-0.347667715,4.119453103,51.61041948,32.55588266,30.43086052,4.36703252,0.182319741,1.520899687,2.846132833,0.114272227,90.77140121,0.725825643,35.89288578,1560.878837,0.00937515,0,873.4313258,775.2346191,0.489066095,#DIV/0!
Remark=,"""12:20:21 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:27:52 Fs=633 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:27:52 RF#16 7754 um, Fmax=1258 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:27:53 Fm'=1258""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:28:01 Dark#16 Fmin=472 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:28:01 Fo'=472""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12:28:01,9241.999746,0,36.42776813,0.139979143,1442.59654,16,16,0,0,472.2753906,1258.811279,633.2963867,#DIV/0!,0.62482431,0.49690919,-1,0.87,0.92,10.03806591,0.875019033,0.042801034,0.79527826,2.665417899,-1,999.2374878,0.5,217.2367272,5.293882091,2.949857919,30.74040604,2,4.644859791,1,9.289719582,32.39006042,30.74040604,32.47072983,2000.026001,1968.895386,15.28215027,18.73383522,24.98685074,30.63123894,300.9954529,999.3604736,1352.36438,79.81144714,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504977264,0.005293882,303.890406,305.5400604,159.8976722,-0.213083147,4.445032418,55.69417141,36.96033619,31.56523323,4.658828863,0.137901223,1.495174499,3.163654364,0.086372574,115.1357175,0.732693342,32.09508843,1963.601632,0.005954122,0,874.4594352,786.5358887,0.49690919,#DIV/0!
Remark=,"""12:28:03 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:28:04 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:28:04 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:28:04 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
