OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Jul 13 2021 10:33:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.639999986,-0.300000012,-2937.830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,NorthYermoYermo_ACi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
Remark=,"""10:52:06 Log Option: Logged values are 15 s averages""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:06 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:07 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:07 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:07 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:52:07 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:59:38 Fs=500 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:59:38 RF#1 7945 um, Fmax=841 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:59:39 Fm'=841""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:59:47 Dark#1 Fmin=361 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""10:59:47 Fo'=361""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10:59:47,1649.999969,0,12.48427337,0.690371511,342.9106896,1,1,0,0,361.8686523,841.4841309,500.0908508,#DIV/0!,0.569963783,0.405703765,-1,0.87,0.92,10.1334362,0.875066718,0.015397457,0.711806218,2.325385538,-1,1000.663086,0.5,177.6266347,15.48313644,1.845430925,25.04529572,2,4.644859791,1,9.289719582,27.56223106,25.04529572,27.59727859,399.9126587,387.6264648,6.913253784,17.02847862,14.73821831,36.30407715,300.9222717,1000.777161,1417.843018,78.85868835,-0.500711322,-0.340351075,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504611359,0.015483136,298.1952957,300.7122311,160.1243421,-1.972871262,3.188274414,40.43022374,23.40174512,26.30376339,3.435387847,0.642615151,1.342843489,2.092544358,0.40566839,27.0414872,0.884642099,44.52849682,385.8122261,0.014408717,0,875.7467855,479.6154785,0.405703765,#DIV/0!
Remark=,"""10:59:49 CO2 Mixer: CO2R -> 200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:20 Fs=456 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:20 RF#2 8038 um, Fmax=689 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:21 Fm'=689""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:29 Dark#2 Fmin=338 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:07:29 Fo'=338""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11:07:29,2112.999937,0,-11.46009933,0.625144116,228.7254657,2,2,0,0,338.6738281,689.9661865,456.3530273,#DIV/0!,0.509144311,0.338586388,-1,0.87,0.92,10.18180466,0.875090902,-0.011949822,0.665010649,2.037258652,-1,1000.334045,0.5,148.1964219,13.62513878,1.784817825,24.12085342,2,4.644859791,1,9.289719582,26.5552063,24.12085342,26.57761192,199.961731,205.7157593,6.709404945,15.62390232,15.17226124,35.33271027,300.9089661,1000.279114,480.0014954,78.85150909,-0.500711322,-0.340351075,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50454483,0.013625139,297.2708534,299.7052063,160.0446546,-1.651269311,3.016786101,38.25907881,22.63517649,25.33802986,3.244324809,0.585728025,1.231968276,2.012356533,0.369428371,18.03534814,1.111851938,43.03261588,207.3811631,-0.023780272,0,875.3351522,351.2923584,0.338586388,#DIV/0!
Remark=,"""11:07:31 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:02 Fs=442 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:02 RF#3 7997 um, Fmax=632 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:03 Fm'=632""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:11 Dark#3 Fmin=331 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:15:11 Fo'=331""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11:15:11,2575.499905,0,-26.36102123,0.583265964,187.0732685,3,3,0,0,331.8649902,632.6813354,442.2015381,#DIV/0!,0.475462651,0.301067515,-1,0.87,0.92,10.18180466,0.875090902,-0.029036463,0.633209599,1.906441939,-1,997.8721313,0.5,131.4504159,13.04505997,1.823814034,24.13412285,2,4.644859791,1,9.289719582,26.36781311,24.13412285,26.39298248,100.0882263,116.5983429,6.623860359,15.16290379,15.14428329,34.66241074,300.9062805,998.090332,894.9041748,78.83551788,-0.500711322,-0.340351075,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504531403,0.01304506,297.2841228,299.5178131,159.6944496,-1.559647167,3.019189406,38.29732445,23.13442066,25.25096798,3.227565644,0.548808385,1.195375373,2.032190271,0.345943097,14.748018,1.604424761,41.60024682,120.4291774,-0.091059743,0,873.4197693,300.8163452,0.301067515,#DIV/0!
Remark=,"""11:15:13 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:22:44 Fs=438 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:22:44 RF#4 7990 um, Fmax=600 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:22:45 Fm'=600""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:22:53 Dark#4 Fmin=328 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:22:53 Fo'=328""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11:22:53,3038.499873,0,-32.68486789,0.607052384,157.7221734,4,4,0,0,328.9406738,600.1956177,438.3824463,#DIV/0!,0.451944226,0.269600721,-1,0.87,0.92,10.18180466,0.875090902,-0.036220528,0.596535381,1.824631812,-1,997.7938232,0.5,117.7023229,13.58421325,1.827984803,24.2820015,2,4.644859791,1,9.289719582,26.53017616,24.2820015,26.50339317,49.99909592,71.0800705,6.567403316,15.4560709,14.86564445,34.98741531,300.9282227,999.6407471,425.7202454,78.81053925,-0.500711322,-0.340351075,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504641113,0.013584213,297.4320015,299.6801762,159.942516,-1.652800574,3.046086085,38.65074538,23.19467448,25.40608883,3.257478868,0.569816748,1.218101282,2.039377586,0.35930359,12.43016954,2.218936648,42.10374826,75.82989865,-0.181479268,0,874.7765234,271.2549438,0.269600721,#DIV/0!
Remark=,"""11:22:55 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:30:26 Fs=485 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:30:26 RF#5 7902 um, Fmax=788 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:30:27 Fm'=788""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:30:35 Dark#5 Fmin=353 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:30:35 Fo'=353""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11:30:35,3501.499841,0,12.74089752,0.610386325,338.1583176,5,5,0,0,353.4604492,788.2177124,485.3032227,#DIV/0!,0.551570025,0.384303074,-1,0.87,0.92,10.1334362,0.875066718,0.015721254,0.696743943,2.230002576,-1,998.7831421,0.5,167.9408057,14.28962566,1.911130214,24.93953514,2,4.644859791,1,9.289719582,27.21366501,24.93953514,27.20080185,399.9465332,387.795929,6.60470438,15.95022774,14.36327934,34.68633652,300.9291687,998.8189087,1628.729126,78.81411743,-0.500711322,-0.340351075,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504645844,0.014289626,298.0895351,300.363665,159.8110218,-1.77528972,3.168233336,40.19880497,24.24857724,26.07660007,3.389583176,0.572753246,1.257103122,2.132480054,0.361171786,26.65164936,0.87200069,41.76247445,385.9443971,0.013786737,0,874.0331844,434.7572632,0.384303074,#DIV/0!
Remark=,"""11:30:37 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:38:09 Fs=490 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:38:09 RF#6 7890 um, Fmax=821 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:38:10 Fm'=821""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:38:18 Dark#6 Fmin=362 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:38:18 Fo'=362""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11:38:18,3964.999809,0,44.60718629,0.553258507,598.7691612,6,6,0,0,362.1733398,821.7357178,490.6860352,#DIV/0!,0.559258126,0.402866366,-1,0.87,0.92,10.1334362,0.875066718,0.052140607,0.720358538,2.268901731,-1,997.6774292,0.5,175.8580808,13.99384475,2.050732963,25.71379089,2,4.644859791,1,9.289719582,28.1610508,25.71379089,28.13490677,800.0617065,763.3167114,6.922801971,16.07361603,14.24331379,33.07232285,300.933075,999.5764771,1227.582275,78.81239319,-0.500711322,-0.340351075,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504665375,0.013993845,298.8637909,301.3110508,159.9322328,-1.71308408,3.317533109,42.09405367,26.02043765,26.93742085,3.566025831,0.522160706,1.266800146,2.299225684,0.32900882,47.19043056,0.78443083,39.91193749,756.8343089,0.023523765,0,874.6961073,459.5623779,0.402866366,#DIV/0!
Remark=,"""11:38:20 CO2 Mixer: CO2R -> 1200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:45:51 Fs=478 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:45:51 RF#7 7892 um, Fmax=794 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:45:52 Fm'=794""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:46:00 Dark#7 Fmin=355 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:46:00 Fo'=355""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11:46:00,4427.999778,0,71.89472166,0.473953543,845.2413381,7,7,0,0,355.0961914,794.8164673,478.6907959,#DIV/0!,0.553234984,0.397734174,-1,0.87,0.92,10.1334362,0.875066718,0.083333223,0.718924482,2.238313129,-1,1001.085632,0.5,174.2108932,12.62851221,2.143434955,25.82324791,2,4.644859791,1,9.289719582,27.92121315,25.82324791,27.89598274,1200.155518,1142.77832,6.906267643,15.17251682,14.4081974,31.65527725,300.9080811,999.6241455,960.4377441,78.80649567,-0.500711322,-0.340351075,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.504540405,0.012628512,298.9732479,301.0712132,159.9398597,-1.488691602,3.339127836,42.37122598,27.19870915,26.87223053,3.55238871,0.450946632,1.195692881,2.356695828,0.283822153,66.61050785,0.739637183,37.11524341,1132.33044,0.023565472,0,874.7378203,439.7202759,0.397734174,#DIV/0!
Remark=,"""11:46:02 CO2 Mixer: CO2R -> 1600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
